id,date,zipcode,City,price,bedrooms,bathrooms,sqft_living,House Size,sqft_lot,floors,waterfront,Are there Waterfronts ?,view,How many views ?,condition,Habitability,grade,Architechture,sqft_above,sqft_basement,yr_built,yr_renovated,Renovated/Not Renovated,sqft_living15,sqft_lot15
7585000110,3/26/2015,98001,Auburn,"$201,700.00 ",3,1,1010,Small,9576,1,0,No,0,No View,4,Good,7,High Quality ,1010,0,1967,0,Not Renovated,1540,9576
5515600088,11/21/2014,98001,Auburn,"$194,820.00 ",3,2,1100,Small,32700,1,0,No,0,No View,3,Average,7,High Quality ,1100,0,1967,0,Not Renovated,1616,32700
3329510850,3/6/2015,98001,Auburn,"$286,950.00 ",4,3,2080,Large,9846,1,0,No,0,No View,3,Average,7,High Quality ,1240,840,1984,0,Not Renovated,1890,7977
1311000600,9/25/2014,98001,Auburn,"$250,000.00 ",5,2,2320,Large,7700,1,0,No,0,No View,5,Excellent,7,High Quality ,1290,1030,1962,0,Not Renovated,1740,7210
304100090,7/22/2014,98001,Auburn,"$215,000.00 ",4,2,1500,Medium,5393,2,0,No,0,No View,3,Average,7,High Quality ,1500,0,1999,0,Not Renovated,1500,5952
3751603173,6/4/2014,98001,Auburn,"$212,500.00 ",3,1,920,Small,14400,1,0,No,0,No View,4,Good,7,High Quality ,920,0,1977,0,Not Renovated,1170,9600
3751601501,7/16/2014,98001,Auburn,"$382,450.00 ",3,3,2220,Large,20531,2,0,No,0,No View,3,Average,8,High Quality ,2220,0,1998,0,Not Renovated,2420,19249
9262800057,2/3/2015,98001,Auburn,"$269,950.00 ",4,1,1440,Medium,9600,1,0,No,0,No View,2,Fair,7,High Quality ,1440,0,1964,0,Not Renovated,1740,43560
1311300100,1/15/2015,98001,Auburn,"$221,000.00 ",3,1,1250,Small,7280,1,0,No,0,No View,3,Average,7,High Quality ,1250,0,1965,0,Not Renovated,1450,7350
3751606513,6/30/2014,98001,Auburn,"$263,400.00 ",4,2,1360,Small,60548,1,0,No,0,No View,3,Average,6,Standard ,960,400,1960,0,Not Renovated,1930,28800
4013800131,8/7/2014,98001,Auburn,"$267,500.00 ",2,1,1747,Medium,12250,2.5,0,No,0,No View,4,Good,6,Standard ,1747,0,1948,0,Not Renovated,1620,10300
1312200080,5/28/2014,98001,Auburn,"$224,000.00 ",3,2,1560,Medium,7300,1,0,No,0,No View,4,Good,7,High Quality ,1040,520,1964,0,Not Renovated,1460,7910
6181430280,9/15/2014,98001,Auburn,"$330,000.00 ",5,3,3597,Very Large,4972,2,0,No,0,No View,3,Average,7,High Quality ,3597,0,2006,0,Not Renovated,3193,6000
302000545,1/27/2015,98001,Auburn,"$359,000.00 ",4,2,2710,Very Large,22860,1,0,No,0,No View,4,Good,7,High Quality ,1850,860,1962,0,Not Renovated,1700,22860
7237590010,6/5/2014,98001,Auburn,"$214,100.00 ",2,3,1150,Small,2064,2,0,No,0,No View,3,Average,7,High Quality ,1150,0,2004,0,Not Renovated,1880,2855
4014400190,7/14/2014,98001,Auburn,"$482,000.00 ",4,3,2846,Very Large,85377,1.5,0,No,0,No View,3,Average,8,High Quality ,1976,870,2000,0,Not Renovated,1696,57934
5647900670,6/20/2014,98001,Auburn,"$340,000.00 ",3,2,1880,Medium,11249,1,0,No,0,No View,3,Average,7,High Quality ,1330,550,1985,0,Not Renovated,1870,14547
5729000080,10/29/2014,98001,Auburn,"$465,000.00 ",3,3,2290,Large,15600,1,0,No,0,No View,3,Average,8,High Quality ,1420,870,1948,1990,Renovated,1890,14143
5412101150,2/3/2015,98001,Auburn,"$299,000.00 ",4,3,2400,Large,6078,2,0,No,0,No View,3,Average,8,High Quality ,2400,0,2001,0,Not Renovated,2406,7642
1311500020,7/3/2014,98001,Auburn,"$198,000.00 ",4,2,2080,Large,7200,1,0,No,0,No View,4,Good,7,High Quality ,1050,1030,1966,0,Not Renovated,1500,7350
5556900080,9/26/2014,98001,Auburn,"$169,000.00 ",3,1,910,Small,7686,1,0,No,0,No View,3,Average,7,High Quality ,910,0,1969,0,Not Renovated,1020,7686
4031000290,4/8/2015,98001,Auburn,"$195,000.00 ",3,1,1310,Small,9554,1,0,No,0,No View,3,Average,7,High Quality ,960,350,1962,0,Not Renovated,1310,9845
3329520170,5/21/2014,98001,Auburn,"$250,000.00 ",3,2,1170,Small,7258,1,0,No,0,No View,3,Average,7,High Quality ,1170,0,1984,0,Not Renovated,1410,7750
7696600020,1/28/2015,98001,Auburn,"$260,000.00 ",4,2,1540,Medium,7300,2,0,No,0,No View,3,Average,7,High Quality ,1540,0,1973,0,Not Renovated,1580,7650
9262800294,9/22/2014,98001,Auburn,"$260,000.00 ",3,2,2170,Large,10018,1,0,No,0,No View,4,Good,7,High Quality ,1630,540,1978,0,Not Renovated,2049,15263
3914000095,7/18/2014,98001,Auburn,"$430,000.00 ",5,3,3860,Very Large,42733,1,0,No,3,Good View,4,Good,8,High Quality ,2300,1560,1955,0,Not Renovated,2520,19353
7967650010,2/10/2015,98001,Auburn,"$339,000.00 ",4,3,2900,Very Large,6918,2,0,No,0,No View,3,Average,8,High Quality ,2900,0,2001,0,Not Renovated,2720,10376
6181400470,1/27/2015,98001,Auburn,"$215,000.00 ",4,3,2130,Large,4496,2,0,No,0,No View,3,Average,7,High Quality ,2130,0,2004,0,Not Renovated,3220,5400
6085000130,3/21/2015,98001,Auburn,"$230,000.00 ",3,1,1140,Small,9639,1,0,No,0,No View,4,Good,7,High Quality ,1140,0,1967,0,Not Renovated,1140,9639
3328500250,5/2/2014,98001,Auburn,"$285,000.00 ",4,3,2200,Large,9397,2,0,No,0,No View,3,Average,8,High Quality ,2200,0,1987,0,Not Renovated,2310,9176
321049127,10/28/2014,98001,Auburn,"$277,500.00 ",3,2,1820,Medium,19602,1,0,No,0,No View,4,Good,7,High Quality ,1820,0,1964,0,Not Renovated,1520,8773
2005950050,5/27/2014,98001,Auburn,"$260,000.00 ",3,2,1630,Medium,8018,1,0,No,0,No View,3,Average,7,High Quality ,1630,0,2003,0,Not Renovated,1610,8397
3522049063,4/2/2015,98001,Auburn,"$639,900.00 ",4,3,3380,Very Large,75794,2,0,No,0,No View,3,Average,10,Custom ,3380,0,1997,0,Not Renovated,3710,17913
2085700050,8/26/2014,98001,Auburn,"$420,000.00 ",4,3,2480,Large,8626,2,0,No,0,No View,3,Average,10,Custom ,2480,0,2001,0,Not Renovated,2990,9033
8001210170,8/22/2014,98001,Auburn,"$275,000.00 ",4,3,2060,Large,7350,1,0,No,0,No View,3,Average,7,High Quality ,1210,850,1978,0,Not Renovated,1940,7420
2214800630,11/5/2014,98001,Auburn,"$239,950.00 ",3,2,1560,Medium,8280,2,0,No,0,No View,4,Good,7,High Quality ,1560,0,1979,0,Not Renovated,1920,8120
3751605432,5/13/2014,98001,Auburn,"$239,950.00 ",3,1,1900,Medium,33888,1.5,0,No,0,No View,4,Good,5,Basic ,1900,0,1942,0,Not Renovated,1430,19200
3356404198,1/29/2015,98001,Auburn,"$286,000.00 ",4,3,2060,Large,16000,2,0,No,0,No View,3,Average,6,Standard ,2060,0,1993,0,Not Renovated,1530,8000
9262800255,8/19/2014,98001,Auburn,"$280,000.00 ",2,2,1894,Medium,52769,1.5,0,No,0,No View,4,Good,6,Standard ,1520,374,1936,0,Not Renovated,1820,50529
321049090,6/26/2014,98001,Auburn,"$254,000.00 ",5,2,2080,Large,16117,1,0,No,0,No View,5,Excellent,7,High Quality ,1740,340,1959,0,Not Renovated,1510,13068
5706600170,3/11/2015,98001,Auburn,"$204,900.00 ",3,2,1390,Small,8245,1,0,No,0,No View,2,Fair,7,High Quality ,1390,0,1984,0,Not Renovated,1260,8245
3322049005,9/30/2014,98001,Auburn,"$850,000.00 ",4,3,5440,Very Large,239580,1,0,No,0,No View,2,Fair,9,High Quality ,2720,2720,1969,0,Not Renovated,1970,40392
7895500290,3/30/2015,98001,Auburn,"$265,000.00 ",4,2,1580,Medium,8468,2,0,No,0,No View,4,Good,7,High Quality ,1580,0,1971,0,Not Renovated,1580,8260
4012800050,5/21/2014,98001,Auburn,"$175,000.00 ",3,2,1230,Small,13056,1,0,No,0,No View,4,Good,7,High Quality ,1230,0,1962,0,Not Renovated,1690,15750
304100010,12/9/2014,98001,Auburn,"$269,500.00 ",4,2,1700,Medium,7056,2,0,No,0,No View,3,Average,7,High Quality ,1700,0,1999,0,Not Renovated,1650,6025
6181400920,4/30/2015,98001,Auburn,"$286,651.00 ",3,3,1830,Medium,4997,2,0,No,0,No View,3,Average,7,High Quality ,1830,0,2004,0,Not Renovated,2488,4998
6084601060,7/18/2014,98001,Auburn,"$270,000.00 ",3,3,1770,Medium,8640,1,0,No,0,No View,3,Average,7,High Quality ,1420,350,1986,0,Not Renovated,1894,7974
1021049022,5/20/2014,98001,Auburn,"$415,000.00 ",2,1,1050,Small,60113,1,0,No,0,No View,4,Good,7,High Quality ,1050,0,1943,0,Not Renovated,1380,27442
3329530480,7/1/2014,98001,Auburn,"$241,000.00 ",3,2,1770,Medium,7000,1,0,No,0,No View,3,Average,7,High Quality ,1770,0,1986,0,Not Renovated,1510,10462
255580190,9/15/2014,98001,Auburn,"$302,000.00 ",4,3,1740,Medium,7895,2,0,No,0,No View,3,Average,7,High Quality ,1740,0,1999,0,Not Renovated,1720,6813
1311200460,6/18/2014,98001,Auburn,"$265,000.00 ",4,2,2050,Large,7100,1,0,No,0,No View,3,Average,7,High Quality ,1050,1000,1963,0,Not Renovated,1950,7350
7967600285,12/11/2014,98001,Auburn,"$449,888.00 ",3,2,2520,Large,78408,2,0,No,0,No View,3,Average,9,High Quality ,2520,0,1988,0,Not Renovated,1490,29972
6084600660,7/18/2014,98001,Auburn,"$263,000.00 ",3,3,1720,Medium,6847,2,0,No,0,No View,3,Average,7,High Quality ,1720,0,1987,0,Not Renovated,1610,7790
8961950250,9/15/2014,98001,Auburn,"$384,000.00 ",5,3,3220,Very Large,8160,2,0,No,0,No View,3,Average,9,High Quality ,3220,0,1999,0,Not Renovated,2876,11521
7967200290,5/30/2014,98001,Auburn,"$190,000.00 ",3,2,1590,Medium,11745,1,0,No,0,No View,3,Average,7,High Quality ,1090,500,1978,0,Not Renovated,1540,12530
6143600580,5/5/2014,98001,Auburn,"$184,000.00 ",3,2,1490,Medium,10125,1,0,No,0,No View,4,Good,7,High Quality ,1490,0,1962,0,Not Renovated,2488,4981
8856004328,3/27/2015,98001,Auburn,"$255,000.00 ",4,3,2163,Large,5882,2,0,No,0,No View,3,Average,7,High Quality ,2163,0,2006,0,Not Renovated,1760,9600
4031700210,11/17/2014,98001,Auburn,"$220,000.00 ",3,2,1600,Medium,10548,1,0,No,0,No View,4,Good,7,High Quality ,1600,0,1962,0,Not Renovated,2880,13609
1311400120,8/1/2014,98001,Auburn,"$160,000.00 ",3,2,1610,Medium,7392,1,0,No,0,No View,4,Good,7,High Quality ,1610,0,1964,0,Not Renovated,1450,7392
303000220,4/21/2015,98001,Auburn,"$375,000.00 ",4,2,2270,Large,18450,1,0,No,0,No View,3,Average,7,High Quality ,2270,0,1961,0,Not Renovated,2150,18450
3750605620,3/24/2015,98001,Auburn,"$225,000.00 ",3,2,1580,Medium,14400,1,0,No,0,No View,4,Good,7,High Quality ,1580,0,1981,0,Not Renovated,1480,9600
2214800110,8/20/2014,98001,Auburn,"$259,900.00 ",4,3,1560,Medium,8820,1,0,No,3,Good View,3,Average,7,High Quality ,1060,500,1979,0,Not Renovated,2140,7800
1311910300,2/4/2015,98001,Auburn,"$260,000.00 ",5,2,2320,Large,6375,1,0,No,0,No View,4,Good,7,High Quality ,1270,1050,1967,0,Not Renovated,1760,7600
4463400195,7/18/2014,98001,Auburn,"$170,000.00 ",2,1,1280,Small,21750,1.5,0,No,0,No View,5,Excellent,6,Standard ,1280,0,1912,0,Not Renovated,1520,21750
6649250410,2/4/2015,98001,Auburn,"$317,000.00 ",4,3,2160,Large,8049,2,0,No,0,No View,3,Average,9,High Quality ,2160,0,1988,0,Not Renovated,2490,8995
1864940180,6/5/2014,98001,Auburn,"$335,000.00 ",4,3,2610,Very Large,4781,2,0,No,0,No View,3,Average,8,High Quality ,2610,0,2009,0,Not Renovated,2583,4796
2595650100,6/30/2014,98001,Auburn,"$359,500.00 ",4,3,2140,Large,10316,2,0,No,0,No View,3,Average,8,High Quality ,2140,0,1993,0,Not Renovated,1920,11337
2616700450,11/7/2014,98001,Auburn,"$248,000.00 ",3,2,1330,Small,9831,1,0,No,0,No View,3,Average,7,High Quality ,1330,0,1987,0,Not Renovated,1330,7500
3876600120,4/22/2015,98001,Auburn,"$265,000.00 ",3,2,1780,Medium,10196,1,0,No,0,No View,4,Good,7,High Quality ,1270,510,1967,0,Not Renovated,1320,7875
5706600150,5/28/2014,98001,Auburn,"$215,000.00 ",3,2,1210,Small,8075,1,0,No,0,No View,4,Good,6,Standard ,1210,0,1983,0,Not Renovated,1310,8025
3751600025,5/14/2014,98001,Auburn,"$139,000.00 ",3,1,1100,Small,17334,1,0,No,0,No View,3,Average,7,High Quality ,1100,0,1978,0,Not Renovated,1530,18694
5066400564,9/29/2014,98001,Auburn,"$199,129.00 ",3,1,860,Small,33664,1,0,No,0,No View,4,Good,6,Standard ,860,0,1955,0,Not Renovated,1290,18287
1687000220,10/16/2014,98001,Auburn,"$285,000.00 ",4,3,2434,Large,4400,2,0,No,0,No View,3,Average,8,High Quality ,2434,0,2007,0,Not Renovated,2434,4400
3750607974,5/9/2014,98001,Auburn,"$280,000.00 ",4,2,2190,Large,14439,1,0,No,0,No View,4,Good,7,High Quality ,1180,1010,1977,0,Not Renovated,2160,14439
3750603940,9/25/2014,98001,Auburn,"$240,000.00 ",4,2,1880,Medium,9600,1,0,No,0,No View,5,Excellent,7,High Quality ,1020,860,1946,0,Not Renovated,1560,14400
2048000330,9/26/2014,98001,Auburn,"$214,000.00 ",3,3,1600,Medium,2231,2,0,No,0,No View,3,Average,7,High Quality ,1600,0,2003,0,Not Renovated,1600,2962
1687000210,7/25/2014,98001,Auburn,"$275,000.00 ",3,3,2497,Large,4400,2,0,No,0,No View,3,Average,8,High Quality ,2497,0,2007,0,Not Renovated,2434,4400
1311100490,2/25/2015,98001,Auburn,"$274,000.00 ",5,2,1950,Large,8720,1,0,No,0,No View,3,Average,7,High Quality ,1050,900,1962,0,Not Renovated,1660,8030
5556800150,5/15/2014,98001,Auburn,"$204,700.00 ",4,2,1670,Medium,9987,1,0,No,0,No View,3,Average,7,High Quality ,1670,0,1967,0,Not Renovated,1640,7280
302000375,8/14/2014,98001,Auburn,"$169,100.00 ",3,2,1050,Small,18304,1,0,No,0,No View,4,Good,7,High Quality ,1050,0,1953,0,Not Renovated,1690,15675
302000375,5/6/2015,98001,Auburn,"$250,000.00 ",3,2,1050,Small,18304,1,0,No,0,No View,4,Good,7,High Quality ,1050,0,1953,0,Not Renovated,1690,15675
4045700115,10/28/2014,98001,Auburn,"$370,000.00 ",3,2,1620,Medium,37913,2,0,No,0,No View,4,Good,7,High Quality ,1620,0,1953,1975,Renovated,2190,21518
4420600015,10/6/2014,98001,Auburn,"$571,500.00 ",4,2,2810,Very Large,25990,2,0,No,0,No View,3,Average,8,High Quality ,1860,950,1959,0,Not Renovated,2020,16140
9543000945,4/27/2015,98001,Auburn,"$182,500.00 ",3,2,1830,Medium,4744,2,0,No,0,No View,3,Average,7,High Quality ,1830,0,1997,0,Not Renovated,1670,8001
3751601785,2/25/2015,98001,Auburn,"$551,870.00 ",3,3,2507,Large,18400,2,0,No,0,No View,3,Average,8,High Quality ,2507,0,2006,0,Not Renovated,1520,14709
5647900120,6/13/2014,98001,Auburn,"$250,600.00 ",4,3,1930,Large,8660,1,0,No,0,No View,3,Average,7,High Quality ,1120,810,1981,0,Not Renovated,1830,9591
3914000090,4/21/2015,98001,Auburn,"$541,500.00 ",3,2,2320,Large,55847,1,0,No,2,Average View,4,Good,8,High Quality ,2320,0,1960,0,Not Renovated,2400,26112
8159620260,7/11/2014,98001,Auburn,"$303,000.00 ",4,2,2560,Very Large,8927,1,0,No,0,No View,3,Average,7,High Quality ,1790,770,1976,0,Not Renovated,1920,9669
